"areaName","locationAbbr","utmEast","utmNorth","utmZone","defaultTimeZone","activeStart","activeEnd","lureName","visitID"
"Chicago, IL","C05-BMP1",452144.5,4616048.5,"16N","America/Chicago",2018-11-08 14:16:00,2018-11-21 16:43:13,"No Lure",5924
"Chicago, IL","R03-MAP1",433295,4635416,"16N","America/Chicago",2019-01-02 16:23:00,2019-01-15 23:11:32,"No Lure",7267
"Chicago, IL","R04-SCH1",429577,4634101,"16N","America/Chicago",2019-01-02 17:06:00,2019-01-17 17:25:48,"No Lure",7277
"Chicago, IL","D05-MIA1",434129,4652772,"16N","America/Chicago",2019-01-06 19:46:00,2019-01-21 20:58:21,"No Lure",7367
"Chicago, IL","D05-BRP1",433167,4651141,"16N","America/Chicago",2019-01-06 19:59:00,2019-01-21 21:17:14,"No Lure",7375
"Chicago, IL","D10-MAC1",423491,4678479,"16N","America/Chicago",2019-01-07 06:00:00,2019-01-22 06:00:00,"Fatty acid tablet",928
"Chicago, IL","S10-LPC1",412640,4604963,"16N","America/Chicago",2019-01-07 13:58:00,2019-01-22 14:22:37,"Fatty acid tablet",888
"Chicago, IL","S10-LEW1",410239,4605858,"16N","America/Chicago",2019-01-07 14:15:00,2019-01-16 20:14:48,"Fatty acid tablet",858
"Chicago, IL","S10-LPP2",410631,4604024,"16N","America/Chicago",2019-01-07 14:36:00,2019-01-22 14:37:53,"Fatty acid tablet",828
"Chicago, IL","S10-ILC1",410942,4610112,"16N","America/Chicago",2019-01-07 15:01:00,2019-01-22 15:23:18,"Fatty acid tablet",834
"Chicago, IL","S09-ILC1",410923,4610519,"16N","America/Chicago",2019-01-07 15:02:00,2019-01-19 18:08:10,"Fatty acid tablet",844
"Chicago, IL","D10-CAN1",422570,4676856,"16N","America/Chicago",2019-01-07 15:30:00,2019-01-07 15:33:57,"Fatty acid tablet",808
"Chicago, IL","S09-VTW2",411772,4613771,"16N","America/Chicago",2019-01-07 15:32:00,2019-01-22 16:04:42,"Fatty acid tablet",916
"Chicago, IL","S09-KTP1",413952,4614568,"16N","America/Chicago",2019-01-07 15:44:00,2019-01-22 16:16:53,"Fatty acid tablet",884
"Chicago, IL","D10-VHC1",421816,4674934,"16N","America/Chicago",2019-01-07 15:50:00,2019-01-22 16:15:51,"Fatty acid tablet",722
"Chicago, IL","S08-WGL1",416857,4616262,"16N","America/Chicago",2019-01-07 16:08:00,2019-01-22 17:10:34,"Fatty acid tablet",918
"Chicago, IL","S08-WGL2",417471,4616052,"16N","America/Chicago",2019-01-07 16:13:00,2019-01-22 16:46:12,"Fatty acid tablet",904
"Chicago, IL","D09-RYW1",425325,4669890,"16N","America/Chicago",2019-01-07 16:25:00,2019-01-22 17:12:08,"Fatty acid tablet",792
"Chicago, IL","S09-SMC1",415686,4612193,"16N","America/Chicago",2019-01-07 16:39:00,2019-01-22 19:53:46,"Fatty acid tablet",910
"Chicago, IL","S07-SAG1",422039,4616369,"16N","America/Chicago",2019-01-07 17:00:00,2019-01-22 18:43:52,"Fatty acid tablet",836
"Chicago, IL","D09-CLG2",424105,4671322,"16N","America/Chicago",2019-01-07 17:14:00,2019-02-04 17:34:41,"Fatty acid tablet",1269
"Chicago, IL","S07-WGL2",421471,4617014,"16N","America/Chicago",2019-01-07 17:21:00,2019-01-22 18:23:25,"Fatty acid tablet",860
"Chicago, IL","D08-CCC1",423792,4667808,"16N","America/Chicago",2019-01-07 17:40:00,2019-02-04 17:58:00,"Fatty acid tablet",1272
"Chicago, IL","S07-ARG1",419270,4619021,"16N","America/Chicago",2019-01-07 17:56:00,2019-01-22 17:46:22,"Fatty acid tablet",842
"Chicago, IL","D08-DAW3",426125,4664126,"16N","America/Chicago",2019-01-07 17:57:00,2019-01-18 14:23:32,"Fatty acid tablet",768
"Chicago, IL","S07-ARG2",418417,4617933,"16N","America/Chicago",2019-01-07 18:12:00,2019-01-22 18:02:28,"Fatty acid tablet",852
"Chicago, IL","D08-DAW2",425502,4665194,"16N","America/Chicago",2019-01-07 18:13:00,2019-01-22 18:03:37,"Fatty acid tablet",812
"Chicago, IL","S07-STJ1",422440,4616686,"16N","America/Chicago",2019-01-07 19:24:00,2019-01-22 07:49:58,"Fatty acid tablet",1564
"Chicago, IL","D06-KCG1",429421,4658994,"16N","America/Chicago",2019-01-07 19:41:00,2019-01-22 19:11:56,"Fatty acid tablet",780
"Chicago, IL","R07-GOF1",413527,4635414,"16N","America/Chicago",2019-01-07 19:43:00,2019-01-22 19:43:08,"No Lure",7363
"Chicago, IL","S05-RES1",431534,4623607,"16N","America/Chicago",2019-01-07 19:49:00,2019-01-22 20:35:17,"Fatty acid tablet",1567
"Chicago, IL","S05-LNC1",429760,4621558,"16N","America/Chicago",2019-01-07 20:02:00,2019-01-22 20:51:46,"Fatty acid tablet",838
"Chicago, IL","S05-SFP3",428494.1875,4623311,"16N","America/Chicago",2019-01-07 20:21:00,2019-01-23 18:07:17,"Fatty acid tablet",914
"Chicago, IL","D05-PRC1",431129,4652505,"16N","America/Chicago",2019-01-07 20:31:00,2019-01-22 20:03:32,"Fatty acid tablet",810
"Chicago, IL","D05-MIA1",434129,4652772,"16N","America/Chicago",2019-01-07 20:51:00,2019-01-22 20:29:12,"Fatty acid tablet",806
"Chicago, IL","D05-BRP1",433167,4651141,"16N","America/Chicago",2019-01-07 21:11:00,2019-01-08 15:04:34,"Fatty acid tablet",1297
"Chicago, IL","D09-VTC1",423286,4672819,"16N","America/Chicago",2019-01-07 22:08:00,2019-01-22 22:32:00,"Fatty acid tablet",800
"Chicago, IL","R08-PAP1",412095,4634351,"16N","America/Chicago",2019-01-08 06:00:00,2019-01-26 07:24:43,"Fatty acid tablet",1252
"Chicago, IL","S04-OTW1",433244,4629563,"16N","America/Chicago",2019-01-08 06:00:00,2019-01-29 20:19:54,"Fatty acid tablet",1324
"Chicago, IL","J01-BBS1",449319,4633118,"16N","America/Chicago",2019-01-08 06:00:00,2019-01-29 18:24:58,"Fatty acid tablet",1339
"Chicago, IL","S03-JKP1",451553,4625766,"16N","America/Chicago",2019-01-08 06:00:00,2019-01-28 20:22:57,"Fatty acid tablet",1355
"Chicago, IL","J01-NOR1",449545,4634500,"16N","America/Chicago",2019-01-08 13:44:00,2019-01-23 19:29:06,"Fatty acid tablet",848
"Chicago, IL","S02-BNS1",450739,4629074,"16N","America/Chicago",2019-01-08 14:09:00,2019-01-23 13:32:37,"Fatty acid tablet",850
"Chicago, IL","S03-JKP2",451796,4626151,"16N","America/Chicago",2019-01-08 14:23:00,2019-01-09 15:56:22,"Fatty acid tablet",854
"Chicago, IL","S03-JKP1",451553,4625766,"16N","America/Chicago",2019-01-08 14:35:00,2019-01-23 14:00:50,"Fatty acid tablet",870
"Chicago, IL","S03-JKP2",451796,4626151,"16N","America/Chicago",2019-01-08 14:47:00,2020-01-22 06:00:00,"No Lure",7351
"Chicago, IL","S02-TNE1",450172,4630663,"16N","America/Chicago",2019-01-08 14:51:00,2019-01-23 14:18:16,"Fatty acid tablet",868
"Chicago, IL","S02-TNW1",450118,4630397,"16N","America/Chicago",2019-01-08 15:00:00,2019-01-23 14:26:30,"Fatty acid tablet",922
"Chicago, IL","J01-BBS1",449319,4633118,"16N","America/Chicago",2019-01-08 15:13:00,2019-01-23 14:40:23,"Fatty acid tablet",856
"Chicago, IL","J01-LMP1",449308,4631876,"16N","America/Chicago",2019-01-08 15:26:00,2019-01-23 14:51:04,"Fatty acid tablet",832
"Chicago, IL","R10-FRM2",395829,4632027,"16N","America/Chicago",2019-01-08 15:27:00,2019-01-23 16:37:22,"Fatty acid tablet",724
"Chicago, IL","R10-FRM1",395087,4630453,"16N","America/Chicago",2019-01-08 15:41:00,2019-01-23 16:53:45,"Fatty acid tablet",730
"Chicago, IL","S02-PLP1",446141,4632666,"16N","America/Chicago",2019-01-08 15:50:00,2019-01-23 15:25:29,"Fatty acid tablet",862
"Chicago, IL","S02-BRI1",442042,4631036,"16N","America/Chicago",2019-01-08 16:11:00,2019-01-23 15:47:40,"Fatty acid tablet",898
"Chicago, IL","R10-WDW1",401055,4635576,"16N","America/Chicago",2019-01-08 16:21:00,2019-01-23 17:31:10,"Fatty acid tablet",788
"Chicago, IL","S02-PIP1",439385,4631521,"16N","America/Chicago",2019-01-08 16:28:00,2019-01-23 16:04:20,"Fatty acid tablet",864
"Chicago, IL","S03-WAP1",440288,4629118,"16N","America/Chicago",2019-01-08 16:42:00,2019-01-23 16:19:06,"Fatty acid tablet",920
"Chicago, IL","R09-CTG3",403529,4633792,"16N","America/Chicago",2019-01-08 16:55:00,2019-02-12 17:10:34,"Fatty acid tablet",1279
"Chicago, IL","S03-PSP1",439199,4626503,"16N","America/Chicago",2019-01-08 16:58:00,2019-01-23 16:40:18,"Fatty acid tablet",912
"Chicago, IL","S03-VIP1",437876,4628109,"16N","America/Chicago",2019-01-08 17:13:00,2019-01-23 16:53:22,"Fatty acid tablet",908
"Chicago, IL","R09-BLW1",404784,4635214,"16N","America/Chicago",2019-01-08 17:14:00,2019-01-23 17:54:01,"Fatty acid tablet",778
"Chicago, IL","R09-LIM2",406803,4636071,"16N","America/Chicago",2019-01-08 17:31:00,2019-01-23 18:11:49,"Fatty acid tablet",804
"Chicago, IL","S04-HAP1",435234,4625682,"16N","America/Chicago",2019-01-08 17:44:00,2019-01-23 17:19:45,"Fatty acid tablet",892
"Chicago, IL","R09-SMI1",407666,4634032,"16N","America/Chicago",2019-01-08 17:50:00,2019-01-23 18:28:10,"Fatty acid tablet",794
"Chicago, IL","S04-OTW1",433244,4629563,"16N","America/Chicago",2019-01-08 18:56:00,2019-01-23 17:42:44,"Fatty acid tablet",840
"Chicago, IL","R08-PAP1",412095,4634351,"16N","America/Chicago",2019-01-08 19:15:00,2019-01-23 20:03:09,"Fatty acid tablet",729
"Chicago, IL","R08-VLG1",411104,4633916,"16N","America/Chicago",2019-01-08 19:25:00,2019-01-23 20:15:40,"Fatty acid tablet",814
"Chicago, IL","J01-SKP1",445154,4636654,"16N","America/Chicago",2019-01-08 19:33:00,2019-01-23 18:56:48,"Fatty acid tablet",876
"Chicago, IL","R08-WBK1",411883,4632753,"16N","America/Chicago",2019-01-08 19:43:00,2019-01-23 20:32:41,"Fatty acid tablet",772
"Chicago, IL","R07-GOF1",413527,4635414,"16N","America/Chicago",2019-01-08 20:09:00,2019-01-23 20:51:18,"Fatty acid tablet",784
"Chicago, IL","R07-FSP1",415139,4633726,"16N","America/Chicago",2019-01-08 20:22:00,2019-01-23 21:08:44,"Fatty acid tablet",728
"Chicago, IL","S04-SSP1",433760,4627804,"16N","America/Chicago",2019-01-09 00:46:00,2019-01-21 11:02:00,"Fatty acid tablet",1358
"Chicago, IL","D04-RDP1",434928,4648923,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-27 08:38:24,"Fatty acid tablet",1256
"Chicago, IL","D04-EDW3",436665,4649055,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-30 00:29:45,"Fatty acid tablet",1258
"Chicago, IL","D04-EVC2",436452,4649135,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-30 00:49:35,"Fatty acid tablet",1273
"Chicago, IL","D02-MOP1",439938,4640991,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-29 20:04:38,"Fatty acid tablet",1277
"Chicago, IL","R06-YOW1",422550,4634509,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-25 22:57:58,"Fatty acid tablet",1309
"Chicago, IL","R05-FMG1",424224,4633329,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-29 18:22:33,"Fatty acid tablet",1325
"Chicago, IL","R05-STP1",427869,4637181,"16N","America/Chicago",2019-01-09 06:00:00,2019-01-30 01:28:06,"Fatty acid tablet",1327
"Chicago, IL","J01-UIC1",446383,4635431,"16N","America/Chicago",2019-01-09 13:38:00,2019-01-24 14:06:12,"Fatty acid tablet",830
"Chicago, IL","J01-SEP1",446999,4639027,"16N","America/Chicago",2019-01-09 13:59:00,2019-01-24 15:05:41,"Fatty acid tablet",1362
"Chicago, IL","R02-DPG1",441926,4634510,"16N","America/Chicago",2019-01-09 14:00:00,2019-01-24 14:29:16,"Fatty acid tablet",880
"Chicago, IL","R02-FRP1",439183,4634676,"16N","America/Chicago",2019-01-09 14:19:00,2019-01-24 14:51:16,"Fatty acid tablet",900
"Chicago, IL","R03-CPG1",435929,4636259,"16N","America/Chicago",2019-01-09 14:36:00,2019-01-09 18:55:22,"Fatty acid tablet",846
"Chicago, IL","D02-HUP2",442021,4639560,"16N","America/Chicago",2019-01-09 14:39:00,2019-01-24 15:50:09,"Fatty acid tablet",786
"Chicago, IL","R03-AUP1",436203,4637589,"16N","America/Chicago",2019-01-09 14:58:00,2019-01-24 15:30:51,"Fatty acid tablet",866
"Chicago, IL","D02-MOP1",439938,4640991,"16N","America/Chicago",2019-01-09 15:07:00,2019-01-24 16:07:33,"Fatty acid tablet",726
"Chicago, IL","R03-EUC1",434285,4635174,"16N","America/Chicago",2019-01-09 15:09:00,2019-01-23 14:24:05,"Fatty acid tablet",824
"Chicago, IL","R03-MAP1",433295,4635416,"16N","America/Chicago",2019-01-09 15:19:00,2019-01-24 15:52:11,"Fatty acid tablet",878
"Chicago, IL","R04-MMW3",431311,4634958,"16N","America/Chicago",2019-01-09 15:29:00,2019-01-23 01:59:38,"Fatty acid tablet",890
"Chicago, IL","D02-RCP1",442530,4643467,"16N","America/Chicago",2019-01-09 15:35:00,2019-01-23 22:53:37,"Fatty acid tablet",816
"Chicago, IL","R04-MMW2",430931,4633766,"16N","America/Chicago",2019-01-09 15:39:00,2019-01-24 16:18:01,"Fatty acid tablet",894
"Chicago, IL","D03-AFP1",440609,4644105,"16N","America/Chicago",2019-01-09 15:49:00,2019-01-17 18:50:40,"Fatty acid tablet",796
"Chicago, IL","R04-SCH1",429577,4634101,"16N","America/Chicago",2019-01-09 15:52:00,2019-01-24 16:30:53,"Fatty acid tablet",872
"Chicago, IL","R05-STP1",427869,4637181,"16N","America/Chicago",2019-01-09 16:05:00,2019-01-24 16:44:25,"Fatty acid tablet",882
"Chicago, IL","D03-CHP1",436807,4643667,"16N","America/Chicago",2019-01-09 16:12:00,2019-01-24 17:14:23,"Fatty acid tablet",770
"Chicago, IL","R05-GOC1",426715,4634340,"16N","America/Chicago",2019-01-09 16:17:00,2019-01-24 16:57:55,"Fatty acid tablet",896
"Chicago, IL","D03-AMP1",438005,4646551,"16N","America/Chicago",2019-01-09 16:31:00,2019-01-24 17:34:18,"Fatty acid tablet",782
"Chicago, IL","R05-FMG1",424224,4633329,"16N","America/Chicago",2019-01-09 16:37:00,2019-01-24 17:20:00,"Fatty acid tablet",902
"Chicago, IL","D03-GOM1",439467,4647289,"16N","America/Chicago",2019-01-09 16:49:00,2019-01-24 17:53:37,"Fatty acid tablet",790
"Chicago, IL","R06-YOW1",422550,4634509,"16N","America/Chicago",2019-01-09 17:03:00,2019-01-24 17:48:21,"Fatty acid tablet",826
"Chicago, IL","D04-DNP1",435016,4646204,"16N","America/Chicago",2019-01-09 17:17:00,2019-01-24 20:09:47,"Fatty acid tablet",720
"Chicago, IL","R06-SLT2",420606,4636302,"16N","America/Chicago",2019-01-09 17:34:00,2019-01-24 18:26:57,"Fatty acid tablet",822
"Chicago, IL","D04-RDP1",434928,4648923,"16N","America/Chicago",2019-01-09 17:37:00,2019-01-24 19:51:12,"Fatty acid tablet",798
"Chicago, IL","D04-EVC2",436452,4649135,"16N","America/Chicago",2019-01-09 17:59:00,2019-01-24 19:26:38,"Fatty acid tablet",774
"Chicago, IL","D04-EDW3",436665,4649055,"16N","America/Chicago",2019-01-09 18:16:00,2019-01-24 19:11:45,"Fatty acid tablet",818
"Chicago, IL","R06-OTB1",418834,4633860,"16N","America/Chicago",2019-01-09 18:48:00,2019-01-24 19:39:21,"Fatty acid tablet",886
"Chicago, IL","R07-YHR1",417861,4635347,"16N","America/Chicago",2019-01-09 19:03:00,2019-01-24 19:57:22,"Fatty acid tablet",874
"Chicago, IL","R07-MMP1",416773,4636279,"16N","America/Chicago",2019-01-09 19:18:00,2019-01-24 20:15:32,"Fatty acid tablet",906
"Chicago, IL","D03-NPV1",439667,4648473,"16N","America/Chicago",2019-01-09 19:33:00,2019-01-24 20:38:38,"Fatty acid tablet",628
"Chicago, IL","D04-ROS2",442901,4648645,"16N","America/Chicago",2019-01-09 20:01:00,2019-01-24 21:08:54,"Fatty acid tablet",776
"Chicago, IL","D03-STB1",444847,4646615,"16N","America/Chicago",2019-01-09 20:20:00,2019-01-24 21:46:43,"Fatty acid tablet",1573
"Chicago, IL","R06-SLT1",420847,4635567,"16N","America/Chicago",2019-01-09 23:20:00,2019-01-21 04:45:00,"Fatty acid tablet",1335
"Chicago, IL","D02-BMT2",440869.21875,4640457.5,"16N","America/Chicago",2019-01-10 13:52:00,2019-01-15 18:21:46,"Fatty acid tablet",1301
"Chicago, IL","D02-BMT1",444456,4640484,"16N","America/Chicago",2019-01-10 14:11:00,2019-01-11 15:09:25,"Fatty acid tablet",626
"Chicago, IL","D02-JBS1",446955,4644300,"16N","America/Chicago",2019-01-14 20:07:00,2019-01-23 10:52:17,"Fatty acid tablet",1254
"Chicago, IL","R04-SCH1",429577,4634101,"16N","America/Chicago",2019-01-17 17:29:00,2019-01-31 16:52:01,"No Lure",7894
"Chicago, IL","S10-LPC1",412640,4604963,"16N","America/Chicago",2019-01-22 14:24:00,2019-02-04 15:24:59,"Fatty acid tablet",1311
"Chicago, IL","S10-LPP2",410631,4604024,"16N","America/Chicago",2019-01-22 14:39:00,2019-02-04 15:34:48,"Fatty acid tablet",1337
"Chicago, IL","S10-LEW1",410239,4605858,"16N","America/Chicago",2019-01-22 15:03:00,2019-02-04 15:52:44,"Fatty acid tablet",1326
"Chicago, IL","S10-ILC1",410942,4610112,"16N","America/Chicago",2019-01-22 15:24:00,2019-02-04 16:10:31,"Fatty acid tablet",1352
"Chicago, IL","D10-MAC1",423491,4678479,"16N","America/Chicago",2019-01-22 15:29:00,2019-02-04 15:36:41,"Fatty acid tablet",1274
"Chicago, IL","S09-ILC1",410923,4610519,"16N","America/Chicago",2019-01-22 15:38:00,2019-02-04 16:12:06,"Fatty acid tablet",1346
"Chicago, IL","D10-CAN1",422570,4676856,"16N","America/Chicago",2019-01-22 15:52:00,2019-02-04 15:50:38,"Fatty acid tablet",1265
"Chicago, IL","S09-VTW2",411772,4613771,"16N","America/Chicago",2019-01-22 16:06:00,2019-02-04 16:46:34,"Fatty acid tablet",1329
"Chicago, IL","D10-VHC1",421816,4674934,"16N","America/Chicago",2019-01-22 16:18:00,2019-02-04 16:15:20,"Fatty acid tablet",1280
"Chicago, IL","D09-VTC1",423286,4672819,"16N","America/Chicago",2019-01-22 16:34:00,2019-02-04 16:22:01,"Fatty acid tablet",1290
"Chicago, IL","S08-WGL2",417471,4616052,"16N","America/Chicago",2019-01-22 16:47:00,2019-02-04 14:42:19,"Fatty acid tablet",1338
"Chicago, IL","S08-WGL1",416857,4616262,"16N","America/Chicago",2019-01-22 17:11:00,2019-02-04 14:39:20,"Fatty acid tablet",1308
"Chicago, IL","D09-RYW1",425325,4669890,"16N","America/Chicago",2019-01-22 17:14:00,2019-02-04 16:52:58,"Fatty acid tablet",1283
"Chicago, IL","D08-DAW3",426125,4664126,"16N","America/Chicago",2019-01-22 17:48:00,2019-02-04 18:08:35,"Fatty acid tablet",1287
"Chicago, IL","S07-ARG1",419270,4619021,"16N","America/Chicago",2019-01-22 17:48:00,2019-02-04 17:28:42,"Fatty acid tablet",1350
"Chicago, IL","R08-DAP1",410451,4636475,"16N","America/Chicago",2019-01-22 17:56:00,2019-02-04 17:29:10,"No Lure",7702
"Chicago, IL","S07-ARG2",418417,4617933,"16N","America/Chicago",2019-01-22 18:04:00,2019-02-04 17:44:19,"Fatty acid tablet",1318
"Chicago, IL","D08-DAW2",425502,4665194,"16N","America/Chicago",2019-01-22 18:05:00,2019-02-04 18:18:20,"Fatty acid tablet",1263
"Chicago, IL","S07-WGL2",421471,4617014,"16N","America/Chicago",2019-01-22 18:25:00,2019-02-04 18:02:42,"Fatty acid tablet",1321
"Chicago, IL","S07-SAG1",422039,4616369,"16N","America/Chicago",2019-01-22 18:45:00,2019-02-04 18:21:46,"Fatty acid tablet",1312
"Chicago, IL","D06-KCG1",429421,4658994,"16N","America/Chicago",2019-01-22 19:13:00,2019-02-04 19:50:58,"Fatty acid tablet",1281
"Chicago, IL","R07-GOF1",413527,4635414,"16N","America/Chicago",2019-01-22 19:44:00,2019-02-04 19:06:02,"No Lure",7710
"Chicago, IL","S09-SMC1",415686,4612193,"16N","America/Chicago",2019-01-22 19:54:00,2019-02-04 15:08:09,"Fatty acid tablet",1317
"Chicago, IL","D05-PRC1",431129,4652505,"16N","America/Chicago",2019-01-22 20:07:00,2019-02-04 20:53:39,"Fatty acid tablet",1275
"Chicago, IL","S07-STJ1",422440,4616686,"16N","America/Chicago",2019-01-22 20:15:00,2019-02-04 19:33:34,"Fatty acid tablet",1565
"Chicago, IL","D05-MIA1",434129,4652772,"16N","America/Chicago",2019-01-22 20:31:00,2019-02-04 21:12:52,"Fatty acid tablet",1288
"Chicago, IL","S05-LNC1",429760,4621558,"16N","America/Chicago",2019-01-22 20:53:00,2019-02-04 20:02:34,"Fatty acid tablet",1332
"Chicago, IL","S05-RES1",431534,4623607,"16N","America/Chicago",2019-01-23 02:38:00,2019-02-05 02:54:00,"Fatty acid tablet",1568
"Chicago, IL","D05-BRP1",433167,4651141,"16N","America/Chicago",2019-01-23 02:54:00,2019-01-23 20:54:00,"Fatty acid tablet",1298
"Chicago, IL","R08-VLG1",411104,4633916,"16N","America/Chicago",2019-01-23 06:00:00,2019-02-12 06:00:00,"Fatty acid tablet",1286
"Chicago, IL","S02-BNS1",450739,4629074,"16N","America/Chicago",2019-01-23 13:34:00,2019-01-27 07:52:46,"Fatty acid tablet",1360
"Chicago, IL","S03-JKP2",451796,4626151,"16N","America/Chicago",2019-01-23 13:50:00,2019-02-05 13:59:13,"Fatty acid tablet",1319
"Chicago, IL","S02-TNE1",450172,4630663,"16N","America/Chicago",2019-01-23 14:19:00,2019-02-05 14:24:56,"Fatty acid tablet",1310
"Chicago, IL","S02-TNW1",450118,4630397,"16N","America/Chicago",2019-01-23 14:27:00,2019-02-05 14:34:38,"Fatty acid tablet",1345
"Chicago, IL","J01-LMP1",449308,4631876,"16N","America/Chicago",2019-01-23 14:53:00,2019-02-05 14:56:28,"Fatty acid tablet",1369
"Chicago, IL","S02-PLP1",446141,4632666,"16N","America/Chicago",2019-01-23 15:27:00,2019-02-05 15:17:43,"Fatty acid tablet",1305
"Chicago, IL","S02-BRI1",442042,4631036,"16N","America/Chicago",2019-01-23 15:48:00,2019-02-05 15:38:59,"Fatty acid tablet",1356
"Chicago, IL","S02-PIP1",439385,4631521,"16N","America/Chicago",2019-01-23 16:06:00,2019-02-05 15:54:02,"Fatty acid tablet",1333
"Chicago, IL","S03-WAP1",440288,4629118,"16N","America/Chicago",2019-01-23 16:20:00,2019-02-05 16:06:39,"Fatty acid tablet",1307
"Chicago, IL","R10-FRM2",395829,4632027,"16N","America/Chicago",2019-01-23 16:39:00,2019-02-12 15:24:37,"Fatty acid tablet",1270
"Chicago, IL","S03-PSP1",439199,4626503,"16N","America/Chicago",2019-01-23 16:42:00,2019-02-05 16:30:08,"Fatty acid tablet",1351
"Chicago, IL","D03-AFP1",440609,4644105,"16N","America/Chicago",2019-01-23 16:54:00,2019-02-05 15:02:27,"Fatty acid tablet",1251
"Chicago, IL","S03-VIP1",437876,4628109,"16N","America/Chicago",2019-01-23 16:54:00,2019-02-05 16:40:02,"Fatty acid tablet",1349
"Chicago, IL","R10-FRM1",395087,4630453,"16N","America/Chicago",2019-01-23 16:57:00,2019-02-12 15:44:57,"Fatty acid tablet",1282
"Chicago, IL","S03-LCP1",437635,4629399,"16N","America/Chicago",2019-01-23 17:05:00,2019-01-24 17:28:46,"Fatty acid tablet",1343
"Chicago, IL","S04-HAP1",435234,4625682,"16N","America/Chicago",2019-01-23 17:21:00,2019-02-04 13:13:53,"Fatty acid tablet",1314
"Chicago, IL","R10-WDW1",401055,4635576,"16N","America/Chicago",2019-01-23 17:34:00,2019-02-12 16:20:20,"Fatty acid tablet",1267
"Chicago, IL","S04-SSP1",433760,4627804,"16N","America/Chicago",2019-01-23 17:34:00,2019-01-25 08:33:39,"Fatty acid tablet",1359
"Chicago, IL","R09-BLW1",404784,4635214,"16N","America/Chicago",2019-01-23 17:56:00,2019-02-12 17:24:19,"Fatty acid tablet",1257
"Chicago, IL","S05-SFP3",428494.1875,4623311,"16N","America/Chicago",2019-01-23 18:08:00,2019-02-04 20:20:04,"Fatty acid tablet",1331
"Chicago, IL","R09-LIM2",406803,4636071,"16N","America/Chicago",2019-01-23 18:15:00,2019-02-12 17:41:22,"Fatty acid tablet",1264
"Chicago, IL","R09-SMI1",407666,4634032,"16N","America/Chicago",2019-01-23 18:30:00,2019-02-12 17:57:24,"Fatty acid tablet",1262
"Chicago, IL","J01-SKP1",445154,4636654,"16N","America/Chicago",2019-01-23 18:58:00,2019-02-05 19:11:34,"Fatty acid tablet",1315
"Chicago, IL","J01-NOR1",449545,4634500,"16N","America/Chicago",2019-01-23 19:30:00,2019-02-05 13:25:55,"Fatty acid tablet",1330
"Chicago, IL","R08-DAP1",410451,4636475,"16N","America/Chicago",2019-01-23 19:49:00,2019-02-07 21:17:58,"Fatty acid tablet",1105
"Chicago, IL","R08-WBK1",411883,4632753,"16N","America/Chicago",2019-01-23 20:34:00,2019-02-12 19:51:08,"Fatty acid tablet",1285
"Chicago, IL","R07-GOF1",413527,4635414,"16N","America/Chicago",2019-01-23 20:53:00,2019-02-12 20:19:49,"Fatty acid tablet",1284
"Chicago, IL","R07-FSP1",415139,4633726,"16N","America/Chicago",2019-01-23 21:12:00,2019-02-12 20:35:43,"Fatty acid tablet",1294
"Chicago, IL","D02-BMT1",444456,4640484,"16N","America/Chicago",2019-01-23 22:32:00,2019-01-24 22:24:19,"Fatty acid tablet",1299
"Chicago, IL","J01-UIC1",446383,4635431,"16N","America/Chicago",2019-01-24 14:08:00,2019-02-07 13:32:24,"Fatty acid tablet",1340
"Chicago, IL","R02-DPG1",441926,4634510,"16N","America/Chicago",2019-01-24 14:32:00,2019-02-07 13:53:09,"Fatty acid tablet",1344
"Chicago, IL","R02-FRP1",439183,4634676,"16N","America/Chicago",2019-01-24 14:55:00,2019-02-07 14:12:41,"Fatty acid tablet",1328
"Chicago, IL","J01-SEP1",446999,4639027,"16N","America/Chicago",2019-01-24 15:07:00,2019-01-26 13:18:38,"Fatty acid tablet",1363
"Chicago, IL","R03-CPG1",435929,4636259,"16N","America/Chicago",2019-01-24 15:16:00,2019-02-07 14:31:29,"Fatty acid tablet",1322
"Chicago, IL","R03-AUP1",436203,4637589,"16N","America/Chicago",2019-01-24 15:32:00,2019-02-07 14:46:52,"Fatty acid tablet",1316
"Chicago, IL","R03-EUC1",434285,4635174,"16N","America/Chicago",2019-01-24 15:46:00,2019-02-07 15:00:37,"Fatty acid tablet",1354
"Chicago, IL","D02-HUP2",442021,4639560,"16N","America/Chicago",2019-01-24 15:52:00,2019-01-27 16:44:13,"Fatty acid tablet",1266
"Chicago, IL","R03-MAP1",433295,4635416,"16N","America/Chicago",2019-01-24 15:54:00,2019-02-07 15:07:48,"Fatty acid tablet",1353
"Chicago, IL","R04-MMW3",431311,4634958,"16N","America/Chicago",2019-01-24 16:04:00,2019-02-07 15:16:20,"Fatty acid tablet",1348
"Chicago, IL","R04-MMW2",430931,4633766,"16N","America/Chicago",2019-01-24 16:19:00,2019-02-07 15:27:04,"Fatty acid tablet",1313
